Date,Close/Last,Volume,Open,High,Low,AdjClose
"Oct 12, 2016",40.78,9853500,40.19,40.08,40.3,40.3
"Oct 11, 2016",40.44,11642000,40.37,39.66,40.02,40.02
"Oct 10, 2016",40.83,16581500,40.27,39.93,40.19,40.19
"Oct 07, 2016",40.26,17465000,40.2,39.16,39.32,39.32
"Oct 06, 2016",40.84,23517000,40.49,40.04,40.2,40.2
"Oct 05, 2016",42.63,9387500,42.45,41.62,41.69,41.69
"Oct 04, 2016",42.66,17707500,42.62,41.76,42.28,42.28
"Oct 03, 2016",43.13,29999500,42.46,41.65,42.74,42.74
"Sep 30, 2016",41,12931500,40.44,39.91,40.81,40.81
"Sep 29, 2016",41.47,13635000,41.12,40.12,40.14,40.14
"Sep 28, 2016",41.65,10442000,41.5,41.05,41.25,41.25
"Sep 27, 2016",42,16866000,41.93,40.92,41.16,41.16
"Sep 26, 2016",42.2,11972000,41.3,41.3,41.8,41.8
"Sep 23, 2016",42.04,14526000,41.2,41.13,41.49,41.49
"Sep 22, 2016",41.46,11914500,41.28,40.6,41.29,41.29
"Sep 21, 2016",41.4,13167500,41.27,40.31,41.04,41.04
"Sep 20, 2016",41.55,12052500,41.37,40.78,40.93,40.93
"Sep 19, 2016",41.89,11497500,41.4,41,41.27,41.27
"Sep 16, 2016",41.14,15539000,40.08,39.8,41.08,41.08
"Sep 15, 2016",40.5,15386000,39.3,39.28,40.08,40.08
"Sep 14, 2016",39.58,11272500,39.15,38.97,39.28,39.28
"Sep 13, 2016",39.7,17947000,39.41,38.69,39.21,39.21
"Sep 12, 2016",40.27,18576000,39,38.82,39.66,39.66
"Sep 09, 2016",39.98,18785000,39.82,38.74,38.89,38.89
"Sep 08, 2016",39.98,16889500,39.91,39.27,39.47,39.47
"Sep 07, 2016",41.3,18204500,41.1,40.14,40.34,40.34
"Sep 06, 2016",40.65,21953000,39.8,39.8,40.57,40.57
"Sep 02, 2016",40.64,29887000,40.47,39.24,39.56,39.56
"Sep 01, 2016",42.22,39715500,41.8,40.1,40.15,40.15
"Aug 31, 2016",42.52,16382500,42.09,41.73,42.4,42.4
"Aug 30, 2016",43.22,15844500,43.22,42.1,42.27,42.27
"Aug 29, 2016",44.08,16331500,44.03,43,43.04,43.04
"Aug 26, 2016",44.57,11195000,44.43,43.76,44,44
"Aug 25, 2016",44.76,8812500,44.62,44.15,44.19,44.19
"Aug 24, 2016",45.43,12853500,45.41,44.44,44.52,44.52
"Aug 23, 2016",45.7,23922000,44.86,44.56,44.97,44.97
"Aug 22, 2016",45.02,10327500,44.83,44.54,44.59,44.59
"Aug 19, 2016",45.03,8297500,44.71,44.51,45,45
"Aug 18, 2016",45.13,8572500,44.76,44.46,44.7,44.7
"Aug 17, 2016",44.97,8935500,44.87,44.56,44.65,44.65
"Aug 16, 2016",45.44,11335500,45.1,44.68,44.72,44.72
"Aug 15, 2016",45.9,10171500,45.2,44.99,45.12,45.12
"Aug 12, 2016",45.33,9067500,45.08,44.81,45.12,45.12
"Aug 11, 2016",45.51,9404500,45.23,44.68,44.98,44.98
"Aug 10, 2016",45.97,11691500,45.65,44.92,45.13,45.13
"Aug 09, 2016",46.31,11039000,45.36,45.33,45.82,45.82
"Aug 08, 2016",45.92,11318000,45.6,45.22,45.23,45.23
"Aug 05, 2016",46.4,16026000,46,45.48,46.01,46.01
"Aug 04, 2016",46.17,20735000,45.14,44.41,46.12,46.12
"Aug 03, 2016",45.94,19439000,45.47,44.84,45.16,45.16
"Aug 02, 2016",45.97,19672000,45.87,44.28,45.44,45.44
"Aug 01, 2016",47.33,20081500,47.1,45.88,46,46
"Jul 29, 2016",47.06,15354000,46.14,46.05,46.96,46.96
"Jul 28, 2016",46.15,12095500,45.59,45.32,46.12,46.12
"Jul 27, 2016",46.67,14445000,45.87,45.38,45.7,45.7
"Jul 26, 2016",46,17150000,45.54,45.06,45.9,45.9
"Jul 25, 2016",46.28,22453500,44.45,44.27,46,46
"Jul 22, 2016",44.9,12898500,44.4,43.78,44.45,44.45
"Jul 21, 2016",45.57,22143500,45.2,43.82,44.1,44.1
"Jul 20, 2016",45.96,12842500,45.29,45,45.67,45.67
"Jul 19, 2016",45.82,15575500,45,44.95,45.05,45.05
"Jul 18, 2016",45.42,17060500,43.93,43.66,45.25,45.25
"Jul 15, 2016",44.55,11171000,44.5,43.93,44.08,44.08
"Jul 14, 2016",44.99,13379000,44.62,44.21,44.31,44.31
"Jul 13, 2016",45.12,17835500,45.1,44.06,44.51,44.51
"Jul 12, 2016",45.5,22856500,44.82,44.64,44.93,44.93
"Jul 11, 2016",45.36,27149000,43.99,43.9,44.96,44.96
"Jul 08, 2016",43.96,20374000,43.56,42.9,43.36,43.36
"Jul 07, 2016",43.62,18060000,42.62,42.6,43.19,43.19
"Jul 06, 2016",43.05,24599500,42,41.8,42.89,42.89
"Jul 05, 2016",42.91,25876500,41.95,41.6,42.8,42.8
"Jul 01, 2016",43.65,27000000,41.23,41.2,43.3,43.3
"Jun 30, 2016",42.7,24215500,42.59,41.8,42.46,42.46
"Jun 29, 2016",42.36,29974500,41.03,40.6,42.04,42.04
"Jun 28, 2016",40.81,31062000,40.38,39.88,40.36,40.36
"Jun 27, 2016",39.76,36027000,38.17,37.57,39.71,39.71
"Jun 24, 2016",39.02,35132500,38.01,37.95,38.63,38.63
"Jun 23, 2016",39.51,50653500,39.14,38.43,39.28,39.28
"Jun 22, 2016",41.19,118712000,39.89,39.15,39.33,39.33
"Jun 21, 2016",44.51,22645000,44.14,43.76,43.92,43.92
"Jun 20, 2016",44.75,17777500,43.9,43.65,43.94,43.94
"Jun 17, 2016",44,15563000,43.56,42.9,43.09,43.09
"Jun 16, 2016",43.61,12201500,43.48,42.7,43.59,43.59
"Jun 15, 2016",44.38,14542500,43.39,43.03,43.54,43.54
"Jun 14, 2016",44.44,17901000,43.78,42.51,42.99,42.99
"Jun 13, 2016",45.15,20965000,43.9,43.53,43.57,43.57
"Jun 10, 2016",45.59,30133000,45.48,43.68,43.76,43.76
"Jun 09, 2016",47.07,22460500,47,45.41,45.87,45.87
"Jun 08, 2016",48.17,29860000,46.76,46.52,47.1,47.1
"Jun 07, 2016",46.89,31068000,44.45,44.3,46.47,46.47
"Jun 06, 2016",44.18,11247500,43.6,43.09,44.14,44.14
"Jun 03, 2016",44.39,11145000,44,43.6,43.8,43.8
"Jun 02, 2016",43.98,10164000,43.92,43.42,43.79,43.79
"Jun 01, 2016",44.48,14913500,44.3,43.38,43.91,43.91
"May 31, 2016",44.95,13945000,44.61,44.3,44.65,44.65
"May 27, 2016",45.19,18251500,45,44.15,44.61,44.61
"May 26, 2016",45.05,20362000,44.1,43.81,45.02,45.02
"May 25, 2016",44.27,15634000,43.58,43.3,43.92,43.92
"May 24, 2016",43.75,15069000,43.32,43.04,43.58,43.58
"May 23, 2016",44.52,25512500,43.97,43.17,43.24,43.24
"May 20, 2016",44.11,45035500,43.4,43.27,44.06,44.06
"May 19, 2016",43.36,34331500,42.72,41.46,43.04,43.04
"May 18, 2016",43.06,28087500,41.83,41.55,42.23,42.23
"May 17, 2016",41.96,14218000,41.81,40.8,40.93,40.93
"May 16, 2016",42.63,14747000,41.63,41.58,41.66,41.66
"May 13, 2016",42.24,14114000,41.56,41.34,41.52,41.52
"May 12, 2016",42.33,18252500,42.29,40.73,41.46,41.46
"May 11, 2016",43.1,25809500,41.52,41.21,41.79,41.79
"May 10, 2016",41.89,20353000,41.51,41,41.74,41.74
"May 09, 2016",43.23,23882000,43.14,41.36,41.78,41.78
"May 06, 2016",43.27,28426000,42.17,41.62,42.99,42.99
"May 05, 2016",45.73,56274000,45.69,41.96,42.31,42.31
"May 04, 2016",46.89,43502500,46.06,44.08,44.51,44.51
"May 03, 2016",47.78,21511000,47.47,46.32,46.46,46.46
"May 02, 2016",48.64,19219500,48.3,46.96,48.36,48.36
"Apr 29, 2016",49.69,27069000,49.63,47.56,48.15,48.15
"Apr 28, 2016",50.69,12595000,49.97,49.49,49.54,49.54
"Apr 27, 2016",51,16029000,50.55,49.88,50.29,50.29
"Apr 26, 2016",51.15,16119000,50.41,49.88,50.75,50.75
"Apr 25, 2016",51.48,18351500,50.6,50.15,50.36,50.36
"Apr 22, 2016",50.8,18931500,49.78,49.14,50.75,50.75
"Apr 21, 2016",50.18,13915500,49.8,49.38,49.66,49.66
"Apr 20, 2016",50.73,25970500,49.25,48.3,49.99,49.99
"Apr 19, 2016",50.87,31787500,50.62,48.25,49.47,49.47
"Apr 18, 2016",51.66,21357000,50.45,50.33,50.78,50.78
"Apr 15, 2016",50.92,18762000,50.26,49.82,50.9,50.9
"Apr 14, 2016",51.37,20661000,50.6,50.21,50.37,50.37
"Apr 13, 2016",51.1,24628000,49.7,49.47,50.91,50.91
"Apr 12, 2016",50.36,28816000,49.9,48.73,49.56,49.56
"Apr 11, 2016",51.8,45808500,50.2,49.06,49.98,49.98
"Apr 08, 2016",52.16,36819500,52.1,49.6,50.01,50.01
"Apr 07, 2016",53.87,44281000,53.29,50.9,51.44,51.44
"Apr 06, 2016",53.55,58527500,50.79,50.69,53.08,53.08
"Apr 05, 2016",51.31,49743500,48.1,48,51.09,51.09
"Apr 04, 2016",50.42,67376500,49.82,48.73,49.4,49.4
"Apr 01, 2016",49.58,79987500,48.97,46.65,47.52,47.52
"Mar 31, 2016",47.48,40064500,45.87,45,45.95,45.95
"Mar 30, 2016",47.1,20165000,47.02,45.3,45.38,45.38
"Mar 29, 2016",46.48,20071500,45.98,45.07,46.03,46.03
"Mar 28, 2016",46.96,19628500,46.32,45,46.05,46.05
"Mar 24, 2016",45.78,24804500,43.16,43,45.55,45.55
"Mar 23, 2016",46.95,24744000,46.47,44.41,44.52,44.52
"Mar 22, 2016",47.8,21580000,47.44,46.51,46.85,46.85
"Mar 21, 2016",47.98,26539000,47.07,47,47.66,47.66
"Mar 18, 2016",46.9,23559000,45.82,45.61,46.55,46.55
"Mar 17, 2016",45.7,18914500,44.29,44,45.28,45.28
"Mar 16, 2016",44.52,17583500,43.6,43.4,44.39,44.39
"Mar 15, 2016",43.79,15902500,42.85,42.3,43.67,43.67
"Mar 14, 2016",43.34,20328500,42.53,42.13,43.03,43.03
"Mar 11, 2016",41.88,16715500,41.59,41.07,41.5,41.5
"Mar 10, 2016",42.66,25962500,42,40.13,41.04,41.04
"Mar 09, 2016",41.87,16043000,40.9,40.56,41.74,41.74
"Mar 08, 2016",41.5,20893500,40.7,40.44,40.52,40.52
"Mar 07, 2016",41.94,26647000,39.54,39.48,41.06,41.06
"Mar 04, 2016",40.81,32445500,39.6,39.5,40.21,40.21
"Mar 03, 2016",39.48,24145000,37.66,36.84,39.15,39.15
"Mar 02, 2016",37.7,24312000,36.75,36.3,37.67,37.67
"Mar 01, 2016",39.19,33561000,38.85,36.54,37.27,37.27
"Feb 29, 2016",39.27,22495000,38.48,37.84,38.39,38.39
"Feb 26, 2016",38.4,30325500,37.74,37,38.07,38.07
"Feb 25, 2016",37.7,28753500,35.73,35.04,37.49,37.49
"Feb 24, 2016",35.9,26978000,34.55,33.57,35.8,35.8
"Feb 23, 2016",36.35,29922000,35.23,34.74,35.44,35.44
"Feb 22, 2016",35.78,25300500,34.02,33.97,35.55,35.55
"Feb 19, 2016",33.5,14797000,32.73,32.5,33.32,33.32
"Feb 18, 2016",34.59,19438000,34.48,32.95,33.35,33.35
"Feb 17, 2016",33.87,29126000,31.8,31.34,33.74,33.74
"Feb 16, 2016",32.59,27969000,31.74,30.82,31.03,31.03
"Feb 12, 2016",31.4,36179000,31,28.74,30.21,30.21
"Feb 11, 2016",32.65,71262000,30.4,29.4,30.09,30.09
"Feb 10, 2016",30.99,52032500,30.1,28.35,28.73,28.73
"Feb 09, 2016",31.96,43258000,28.46,28.21,29.65,29.65
"Feb 08, 2016",31.43,46565000,31.42,29.2,29.6,29.6
"Feb 05, 2016",34.6,47188000,34.26,31.55,32.52,32.52
"Feb 04, 2016",35.2,21927000,34.14,33.4,35.07,35.07
"Feb 03, 2016",36.79,39657000,36.72,34.04,34.7,34.7
"Feb 02, 2016",38.62,28868000,38.48,36.05,36.56,36.56
"Feb 01, 2016",39.9,26488000,37.75,36.55,39.39,39.39
"Jan 29, 2016",38.75,14261500,37.99,37.62,38.24,38.24
"Jan 28, 2016",38.26,22964000,38.16,36.48,37.94,37.94
"Jan 27, 2016",38.65,18086000,38.48,37.15,37.61,37.61
"Jan 26, 2016",39.56,24821000,39.34,37.78,38.71,38.71
"Jan 25, 2016",40.71,13493500,40.01,39.18,39.28,39.28
"Jan 22, 2016",41.1,15620500,40.96,39.81,40.51,40.51
"Jan 21, 2016",40.65,15831000,40.31,39,39.99,39.99
"Jan 20, 2016",40.26,29193000,39.88,38.25,39.74,39.74
"Jan 19, 2016",42.09,20193500,41.74,40.16,40.94,40.94
"Jan 15, 2016",41.01,27893000,39.79,39.45,41,41
"Jan 14, 2016",42,32453500,40.44,38.68,41.24,41.24
"Jan 13, 2016",42.53,20632000,42.4,40,40.06,40.06
"Jan 12, 2016",42.75,15459500,42.32,41.06,41.99,41.99
"Jan 11, 2016",42.89,20457000,42.8,40.6,41.57,41.57
"Jan 08, 2016",44.09,18140500,43.57,42.15,42.2,42.2
"Jan 07, 2016",43.69,17771500,42.84,42.73,43.13,43.13
"Jan 06, 2016",44.01,18895500,44,43.2,43.81,43.81
"Jan 05, 2016",45.38,15934000,45.27,44,44.69,44.69
"Jan 04, 2016",46.28,34135500,46.14,43.8,44.68,44.68
"Dec 31, 2015",48.69,13575000,47.7,47.67,48,48
"Dec 30, 2015",48.73,18489500,47.32,47.13,47.62,47.62
"Dec 29, 2015",47.54,12031500,46.01,45.91,47.44,47.44
"Dec 28, 2015",46.4,9506500,46.3,45.11,45.79,45.79
"Dec 24, 2015",46.38,3540000,46.11,45.66,46.11,46.11
"Dec 23, 2015",46.69,7775000,46.44,45.63,45.94,45.94
"Dec 22, 2015",47.31,9807500,47,45.93,45.99,45.99
"Dec 21, 2015",47.17,9766000,46.34,46.22,46.51,46.51
"Dec 18, 2015",47.18,15071000,46.58,45.86,46.09,46.09
"Dec 17, 2015",47.55,16493000,46.79,45.96,46.68,46.68
"Dec 16, 2015",46.98,25521500,44.42,44.15,46.9,46.9
"Dec 15, 2015",44.44,11222000,44.36,43.6,44.22,44.22
"Dec 14, 2015",44.18,14135500,43.5,42.97,43.72,43.72
"Dec 11, 2015",45.15,16343500,45.05,43.33,43.4,43.4
"Dec 10, 2015",45.7,10358500,44.94,44.73,45.41,45.41
"Dec 09, 2015",45.5,15289000,45.34,44.14,44.9,44.9
"Dec 08, 2015",45.76,13438000,45.5,44.84,45.34,45.34
"Dec 07, 2015",47.13,15721000,45.54,45.23,46.23,46.23
"Dec 04, 2015",46.65,12868000,46.49,45.53,46.08,46.08
"Dec 03, 2015",47.49,14698000,47.1,46,46.54,46.54
"Dec 02, 2015",47.72,14907500,47.4,46.25,46.4,46.4
"Dec 01, 2015",47.6,18670000,46.21,46.21,47.44,47.44
"Nov 30, 2015",46.86,13299000,46.36,45.82,46.05,46.05
"Nov 27, 2015",46.45,9747000,46.21,45.4,46.32,46.32
"Nov 25, 2015",46.17,19954000,44.27,44.08,45.93,45.93
"Nov 24, 2015",44.2,12401500,43.07,43,43.65,43.65
"Nov 23, 2015",43.84,12631000,43.47,42.94,43.55,43.55
"Nov 20, 2015",45,22003500,44.7,42.72,44,44
"Nov 19, 2015",45.24,12522000,44.11,44.06,44.36,44.36
"Nov 18, 2015",44.28,14059500,42.9,42.5,44.21,44.21
"Nov 17, 2015",43.2,10743500,43.04,42.28,42.8,42.8
"Nov 16, 2015",43,14627000,41.22,41.16,42.86,42.86
"Nov 13, 2015",42.6,17151500,42.59,41.3,41.44,41.44
"Nov 12, 2015",43.8,14579500,43.57,42.53,42.59,42.59
"Nov 11, 2015",43.9,16739000,43.55,42.73,43.82,43.82
"Nov 10, 2015",44.74,23085000,44.7,43.22,43.3,43.3
"Nov 09, 2015",46.6,19254500,46.6,44.86,45.07,45.07
"Nov 06, 2015",46.67,12226500,46.14,45.9,46.47,46.47
"Nov 05, 2015",46.92,22484000,46.12,45.84,46.35,46.35
"Nov 04, 2015",46.55,63632000,45.4,45.04,46.33,46.33
"Nov 03, 2015",42.89,41662500,42.77,41.55,41.67,41.67
"Nov 02, 2015",43.16,19639500,41.78,41.44,42.76,42.76
"Oct 30, 2015",42.33,22194500,42.08,40.78,41.39,41.39
"Oct 29, 2015",42.75,9025000,42.35,42.13,42.33,42.33
"Oct 28, 2015",42.69,13643000,42.26,41.66,42.59,42.59
"Oct 27, 2015",43.42,17597000,42.97,41.5,42.07,42.07
"Oct 26, 2015",43.18,16957000,42.28,42,43.05,43.05
"Oct 23, 2015",43.07,21177500,43,41.54,41.82,41.82
"Oct 22, 2015",43.15,14126000,42.31,41.88,42.34,42.34
"Oct 21, 2015",42.96,20757500,42.4,41.76,42.02,42.02
"Oct 20, 2015",45.72,74500000,45.54,40.4,42.61,42.61
"Oct 19, 2015",46.23,12539500,45.3,44.99,45.62,45.62
"Oct 16, 2015",46.1,21672500,44.61,44.57,45.4,45.4
"Oct 15, 2015",44.35,14221000,43.29,42.74,44.26,44.26
"Oct 14, 2015",44.19,15522000,44.13,43.09,43.38,43.38
"Oct 13, 2015",44.5,25857500,42.66,42.23,43.85,43.85
"Oct 12, 2015",44.6,19181500,44.6,43.05,43.12,43.12
"Oct 09, 2015",44.87,30792000,44.19,43.67,44.14,44.14
"Oct 08, 2015",46.14,30666000,46.02,44.26,45.34,45.34
"Oct 07, 2015",47.54,34070000,47.33,45.82,46.39,46.39
"Oct 06, 2015",48.61,26126000,48,47.12,48.29,48.29
"Oct 05, 2015",49.97,18449500,49.77,48.83,49.23,49.23
"Oct 02, 2015",49.54,22120000,47.12,46.99,49.51,49.51
"Oct 01, 2015",49.7,22865000,49.5,47.43,47.98,47.98
"Sep 30, 2015",50.48,24648000,50.4,48.47,49.68,49.68
"Sep 29, 2015",50.95,18516000,50.09,49.09,49.33,49.33
"Sep 28, 2015",51.96,24505500,51.47,49.32,49.69,49.69
"Sep 25, 2015",53.38,18867000,53.32,51.23,51.38,51.38
"Sep 24, 2015",52.69,17241000,51.91,51.24,52.62,52.62
"Sep 23, 2015",52.42,13004000,52.39,51.52,52.21,52.21
"Sep 22, 2015",52.53,18322000,51.81,51.17,52.19,52.19
"Sep 21, 2015",54.31,30601000,52.8,51.16,52.84,52.84
"Sep 18, 2015",52.76,18815500,51.59,51.5,52.12,52.12
"Sep 17, 2015",53.1,17929000,52.79,52.14,52.41,52.41
"Sep 16, 2015",52.58,22085500,50.61,50.58,52.45,52.45
"Sep 15, 2015",50.92,14667500,50.55,49.9,50.71,50.71
"Sep 14, 2015",50.85,14454500,50.22,49.93,50.64,50.64
"Sep 11, 2015",50.05,11754000,49.53,48.95,50.05,50.05
"Sep 10, 2015",50.14,13545000,49.45,49.07,49.7,49.7
"Sep 09, 2015",50.85,16954000,50.41,49.66,49.78,49.78
"Sep 08, 2015",49.83,15691000,49.01,48.81,49.63,49.63
"Sep 04, 2015",48.82,18446000,48.18,47.64,48.39,48.39
"Sep 03, 2015",50.42,20974000,50.41,49,49.11,49.11
"Sep 02, 2015",49.58,23146000,49.06,47.96,49.54,49.54
"Sep 01, 2015",49.2,27274000,48.07,47.39,47.73,47.73
"Aug 31, 2015",50.99,23501000,49.12,49.1,49.81,49.81
"Aug 28, 2015",50.29,27568500,48.37,48.31,49.7,49.7
"Aug 27, 2015",48.95,38280000,46.2,46.16,48.6,48.6
"Aug 26, 2015",45.6,24815000,45.59,43.1,44.97,44.97
"Aug 25, 2015",46.18,21636500,46.1,43.82,44.01,44.01
"Aug 24, 2015",46.28,47908000,40.56,39,43.77,43.77
"Aug 21, 2015",48.76,32951000,47.2,46.1,46.15,46.15
"Aug 20, 2015",50.91,24529000,50.41,48.38,48.44,48.44
"Aug 19, 2015",52.13,18021500,52.07,51,51.05,51.05
"Aug 18, 2015",52.19,20975000,51.08,50.71,52.14,52.14
"Aug 17, 2015",51.32,35883500,51.11,50.1,51,51
"Aug 14, 2015",49.59,21824000,49.45,48.35,48.63,48.63
"Aug 13, 2015",49.3,23446000,47.97,47.82,48.5,48.5
"Aug 12, 2015",47.95,18640000,47,46.55,47.63,47.63
"Aug 11, 2015",47.86,21324500,47.43,46.89,47.47,47.47
"Aug 10, 2015",48.59,20929500,47.63,47.21,48.23,48.23
"Aug 07, 2015",48.75,25367000,48.72,47.68,48.5,48.5
"Aug 06, 2015",51,73119000,49.91,47.22,49.23,49.23
"Aug 05, 2015",54.2,31071500,52.72,52.08,54.03,54.03
"Aug 04, 2015",53.34,11762500,52,51.67,53.26,53.26
"Aug 03, 2015",53.34,12767500,53.26,51.41,52,52
"Jul 31, 2015",53.87,11113000,53.52,53.02,53.23,53.23
"Jul 30, 2015",53.39,10173000,52.54,52.42,53.36,53.36
"Jul 29, 2015",53.58,13950500,52.85,52.4,52.76,52.76
"Jul 28, 2015",53.08,19479000,51.15,50.37,52.96,52.96
"Jul 27, 2015",52.89,23471000,52.49,50.16,50.6,50.6
"Jul 24, 2015",54.22,14182500,53.48,52.78,53.08,53.08
"Jul 23, 2015",53.98,11136000,53.93,53.05,53.44,53.44
"Jul 22, 2015",53.89,15525000,52.25,52.17,53.57,53.57
"Jul 21, 2015",54.7,30543500,54.01,53.31,53.35,53.35
"Jul 20, 2015",57.33,24892500,55,54.51,56.45,56.45
"Jul 17, 2015",55.11,25020500,54.5,53.65,54.93,54.93
"Jul 16, 2015",53.44,8080000,52.84,52.63,53.34,53.34
"Jul 15, 2015",53.5,10108000,53.35,52.42,52.63,52.63
"Jul 14, 2015",53.2,9538000,52.42,52.1,53.13,53.13
"Jul 13, 2015",52.51,14801500,52.45,51.21,52.43,52.43
"Jul 10, 2015",52.6,13054500,52.44,51.56,51.83,51.83
